method,query_type,num_relations,graph_type,problem,num_decimal_pos,num_thres,num_mandatory_vars,num_approx_vars,num_total_vars
Novel,steinbrunn,18,CYCLE,9,0,3,576,96,672
Legacy,steinbrunn,18,CYCLE,9,0,4,1494,424,1918
Novel,steinbrunn,18,CYCLE,9,0,4,576,160,736
Legacy,steinbrunn,18,CYCLE,9,0,5,1494,530,2024
Novel,steinbrunn,18,CYCLE,9,0,5,576,240,816
Legacy,steinbrunn,18,CYCLE,9,0,6,1494,636,2130
Novel,steinbrunn,18,CYCLE,9,0,6,576,336,912
Legacy,steinbrunn,18,CYCLE,9,0,7,1494,742,2236
Novel,steinbrunn,18,CYCLE,9,0,7,576,448,1024
Legacy,steinbrunn,18,CYCLE,9,0,8,1494,848,2342
Novel,steinbrunn,18,CYCLE,9,0,8,576,576,1152
Legacy,steinbrunn,18,CYCLE,9,1,1,1494,160,1654
Novel,steinbrunn,18,CYCLE,9,1,1,576,64,640
Legacy,steinbrunn,18,CYCLE,9,1,2,1494,320,1814
Novel,steinbrunn,18,CYCLE,9,1,2,576,144,720
Legacy,steinbrunn,18,CYCLE,9,1,3,1494,480,1974
Novel,steinbrunn,18,CYCLE,9,1,3,576,240,816
Legacy,steinbrunn,18,CYCLE,9,1,4,1494,640,2134
Novel,steinbrunn,18,CYCLE,9,1,4,576,352,928
Legacy,steinbrunn,18,CYCLE,9,1,5,1494,800,2294
Novel,steinbrunn,18,CYCLE,9,1,5,576,480,1056
Legacy,steinbrunn,18,CYCLE,9,1,6,1494,960,2454
Novel,steinbrunn,18,CYCLE,9,1,6,576,624,1200
Legacy,steinbrunn,18,CYCLE,9,1,7,1494,1120,2614
Novel,steinbrunn,18,CYCLE,9,1,7,576,784,1360
Legacy,steinbrunn,18,CYCLE,9,1,8,1494,1280,2774
Novel,steinbrunn,18,CYCLE,9,1,8,576,960,1536
Legacy,steinbrunn,18,CYCLE,9,2,1,1494,212,1706
Novel,steinbrunn,18,CYCLE,9,2,1,576,112,688
Legacy,steinbrunn,18,CYCLE,9,2,2,1494,424,1918
Novel,steinbrunn,18,CYCLE,9,2,2,576,240,816
Legacy,steinbrunn,18,CYCLE,9,2,3,1494,636,2130
Novel,steinbrunn,18,CYCLE,9,2,3,576,384,960
Legacy,steinbrunn,18,CYCLE,9,2,4,1494,848,2342
Novel,steinbrunn,18,CYCLE,9,2,4,576,544,1120
Legacy,steinbrunn,18,CYCLE,9,2,5,1494,1060,2554
Novel,steinbrunn,18,CYCLE,9,2,5,576,720,1296
Legacy,steinbrunn,18,CYCLE,9,2,6,1494,1272,2766
Novel,steinbrunn,18,CYCLE,9,2,6,576,912,1488
Legacy,steinbrunn,18,CYCLE,9,2,7,1494,1484,2978
Novel,steinbrunn,18,CYCLE,9,2,7,576,1120,1696
Legacy,steinbrunn,18,CYCLE,9,2,8,1494,1696,3190
Novel,steinbrunn,18,CYCLE,9,2,8,576,1344,1920
Legacy,steinbrunn,22,CYCLE,0,0,1,2266,137,2403
Novel,steinbrunn,22,CYCLE,0,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,0,0,2,2266,274,2540
Novel,steinbrunn,22,CYCLE,0,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,0,0,3,2266,411,2677
Novel,steinbrunn,22,CYCLE,0,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,0,0,4,2266,548,2814
Novel,steinbrunn,22,CYCLE,0,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,0,0,5,2266,685,2951
Novel,steinbrunn,22,CYCLE,0,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,0,0,6,2266,822,3088
Novel,steinbrunn,22,CYCLE,0,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,0,0,7,2266,959,3225
Novel,steinbrunn,22,CYCLE,0,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,0,0,8,2266,1096,3362
Novel,steinbrunn,22,CYCLE,0,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,0,1,1,2266,202,2468
Novel,steinbrunn,22,CYCLE,0,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,0,1,2,2266,404,2670
Novel,steinbrunn,22,CYCLE,0,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,0,1,3,2266,606,2872
Novel,steinbrunn,22,CYCLE,0,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,0,1,4,2266,808,3074
Novel,steinbrunn,22,CYCLE,0,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,0,1,5,2266,1010,3276
Novel,steinbrunn,22,CYCLE,0,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,0,1,6,2266,1212,3478
Novel,steinbrunn,22,CYCLE,0,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,0,1,7,2266,1414,3680
Novel,steinbrunn,22,CYCLE,0,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,0,1,8,2266,1616,3882
Novel,steinbrunn,22,CYCLE,0,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,0,2,1,2266,267,2533
Novel,steinbrunn,22,CYCLE,0,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,0,2,2,2266,534,2800
Novel,steinbrunn,22,CYCLE,0,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,0,2,3,2266,801,3067
Novel,steinbrunn,22,CYCLE,0,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,0,2,4,2266,1068,3334
Novel,steinbrunn,22,CYCLE,0,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,0,2,5,2266,1335,3601
Novel,steinbrunn,22,CYCLE,0,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,0,2,6,2266,1602,3868
Novel,steinbrunn,22,CYCLE,0,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,0,2,7,2266,1869,4135
Novel,steinbrunn,22,CYCLE,0,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,0,2,8,2266,2136,4402
Novel,steinbrunn,22,CYCLE,0,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,1,0,1,2266,138,2404
Novel,steinbrunn,22,CYCLE,1,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,1,0,2,2266,276,2542
Novel,steinbrunn,22,CYCLE,1,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,1,0,3,2266,414,2680
Novel,steinbrunn,22,CYCLE,1,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,1,0,4,2266,552,2818
Novel,steinbrunn,22,CYCLE,1,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,1,0,5,2266,690,2956
Novel,steinbrunn,22,CYCLE,1,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,1,0,6,2266,828,3094
Novel,steinbrunn,22,CYCLE,1,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,1,0,7,2266,966,3232
Novel,steinbrunn,22,CYCLE,1,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,1,0,8,2266,1104,3370
Novel,steinbrunn,22,CYCLE,1,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,1,1,1,2266,204,2470
Novel,steinbrunn,22,CYCLE,1,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,1,1,2,2266,408,2674
Novel,steinbrunn,22,CYCLE,1,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,1,1,3,2266,612,2878
Novel,steinbrunn,22,CYCLE,1,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,1,1,4,2266,816,3082
Novel,steinbrunn,22,CYCLE,1,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,1,1,5,2266,1020,3286
Novel,steinbrunn,22,CYCLE,1,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,1,1,6,2266,1224,3490
Novel,steinbrunn,22,CYCLE,1,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,1,1,7,2266,1428,3694
Novel,steinbrunn,22,CYCLE,1,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,1,1,8,2266,1632,3898
Novel,steinbrunn,22,CYCLE,1,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,1,2,1,2266,268,2534
Novel,steinbrunn,22,CYCLE,1,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,1,2,2,2266,536,2802
Novel,steinbrunn,22,CYCLE,1,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,1,2,3,2266,804,3070
Novel,steinbrunn,22,CYCLE,1,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,1,2,4,2266,1072,3338
Novel,steinbrunn,22,CYCLE,1,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,1,2,5,2266,1340,3606
Novel,steinbrunn,22,CYCLE,1,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,1,2,6,2266,1608,3874
Novel,steinbrunn,22,CYCLE,1,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,1,2,7,2266,1876,4142
Novel,steinbrunn,22,CYCLE,1,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,1,2,8,2266,2144,4410
Novel,steinbrunn,22,CYCLE,1,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,2,0,1,2266,137,2403
Novel,steinbrunn,22,CYCLE,2,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,2,0,2,2266,274,2540
Novel,steinbrunn,22,CYCLE,2,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,2,0,3,2266,411,2677
Novel,steinbrunn,22,CYCLE,2,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,2,0,4,2266,548,2814
Novel,steinbrunn,22,CYCLE,2,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,2,0,5,2266,685,2951
Novel,steinbrunn,22,CYCLE,2,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,2,0,6,2266,822,3088
Novel,steinbrunn,22,CYCLE,2,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,2,0,7,2266,959,3225
Novel,steinbrunn,22,CYCLE,2,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,2,0,8,2266,1096,3362
Novel,steinbrunn,22,CYCLE,2,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,2,1,1,2266,204,2470
Novel,steinbrunn,22,CYCLE,2,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,2,1,2,2266,408,2674
Novel,steinbrunn,22,CYCLE,2,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,2,1,3,2266,612,2878
Novel,steinbrunn,22,CYCLE,2,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,2,1,4,2266,816,3082
Novel,steinbrunn,22,CYCLE,2,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,2,1,5,2266,1020,3286
Novel,steinbrunn,22,CYCLE,2,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,2,1,6,2266,1224,3490
Novel,steinbrunn,22,CYCLE,2,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,2,1,7,2266,1428,3694
Novel,steinbrunn,22,CYCLE,2,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,2,1,8,2266,1632,3898
Novel,steinbrunn,22,CYCLE,2,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,2,2,1,2266,268,2534
Novel,steinbrunn,22,CYCLE,2,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,2,2,2,2266,536,2802
Novel,steinbrunn,22,CYCLE,2,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,2,2,3,2266,804,3070
Novel,steinbrunn,22,CYCLE,2,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,2,2,4,2266,1072,3338
Novel,steinbrunn,22,CYCLE,2,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,2,2,5,2266,1340,3606
Novel,steinbrunn,22,CYCLE,2,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,2,2,6,2266,1608,3874
Novel,steinbrunn,22,CYCLE,2,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,2,2,7,2266,1876,4142
Novel,steinbrunn,22,CYCLE,2,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,2,2,8,2266,2144,4410
Novel,steinbrunn,22,CYCLE,2,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,3,0,1,2266,135,2401
Novel,steinbrunn,22,CYCLE,3,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,3,0,2,2266,270,2536
Novel,steinbrunn,22,CYCLE,3,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,3,0,3,2266,405,2671
Novel,steinbrunn,22,CYCLE,3,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,3,0,4,2266,540,2806
Novel,steinbrunn,22,CYCLE,3,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,3,0,5,2266,675,2941
Novel,steinbrunn,22,CYCLE,3,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,3,0,6,2266,810,3076
Novel,steinbrunn,22,CYCLE,3,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,3,0,7,2266,945,3211
Novel,steinbrunn,22,CYCLE,3,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,3,0,8,2266,1080,3346
Novel,steinbrunn,22,CYCLE,3,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,3,1,1,2266,204,2470
Novel,steinbrunn,22,CYCLE,3,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,3,1,2,2266,408,2674
Novel,steinbrunn,22,CYCLE,3,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,3,1,3,2266,612,2878
Novel,steinbrunn,22,CYCLE,3,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,3,1,4,2266,816,3082
Novel,steinbrunn,22,CYCLE,3,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,3,1,5,2266,1020,3286
Novel,steinbrunn,22,CYCLE,3,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,3,1,6,2266,1224,3490
Novel,steinbrunn,22,CYCLE,3,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,3,1,7,2266,1428,3694
Novel,steinbrunn,22,CYCLE,3,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,3,1,8,2266,1632,3898
Novel,steinbrunn,22,CYCLE,3,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,3,2,1,2266,268,2534
Novel,steinbrunn,22,CYCLE,3,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,3,2,2,2266,536,2802
Novel,steinbrunn,22,CYCLE,3,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,3,2,3,2266,804,3070
Novel,steinbrunn,22,CYCLE,3,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,3,2,4,2266,1072,3338
Novel,steinbrunn,22,CYCLE,3,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,3,2,5,2266,1340,3606
Novel,steinbrunn,22,CYCLE,3,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,3,2,6,2266,1608,3874
Novel,steinbrunn,22,CYCLE,3,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,3,2,7,2266,1876,4142
Novel,steinbrunn,22,CYCLE,3,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,3,2,8,2266,2144,4410
Novel,steinbrunn,22,CYCLE,3,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,4,0,1,2266,136,2402
Novel,steinbrunn,22,CYCLE,4,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,4,0,2,2266,272,2538
Novel,steinbrunn,22,CYCLE,4,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,4,0,3,2266,408,2674
Novel,steinbrunn,22,CYCLE,4,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,4,0,4,2266,544,2810
Novel,steinbrunn,22,CYCLE,4,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,4,0,5,2266,680,2946
Novel,steinbrunn,22,CYCLE,4,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,4,0,6,2266,816,3082
Novel,steinbrunn,22,CYCLE,4,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,4,0,7,2266,952,3218
Novel,steinbrunn,22,CYCLE,4,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,4,0,8,2266,1088,3354
Novel,steinbrunn,22,CYCLE,4,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,4,1,1,2266,203,2469
Novel,steinbrunn,22,CYCLE,4,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,4,1,2,2266,406,2672
Novel,steinbrunn,22,CYCLE,4,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,4,1,3,2266,609,2875
Novel,steinbrunn,22,CYCLE,4,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,4,1,4,2266,812,3078
Novel,steinbrunn,22,CYCLE,4,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,4,1,5,2266,1015,3281
Novel,steinbrunn,22,CYCLE,4,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,4,1,6,2266,1218,3484
Novel,steinbrunn,22,CYCLE,4,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,4,1,7,2266,1421,3687
Novel,steinbrunn,22,CYCLE,4,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,4,1,8,2266,1624,3890
Novel,steinbrunn,22,CYCLE,4,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,4,2,1,2266,267,2533
Novel,steinbrunn,22,CYCLE,4,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,4,2,2,2266,534,2800
Novel,steinbrunn,22,CYCLE,4,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,4,2,3,2266,801,3067
Novel,steinbrunn,22,CYCLE,4,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,4,2,4,2266,1068,3334
Novel,steinbrunn,22,CYCLE,4,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,4,2,5,2266,1335,3601
Novel,steinbrunn,22,CYCLE,4,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,4,2,6,2266,1602,3868
Novel,steinbrunn,22,CYCLE,4,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,4,2,7,2266,1869,4135
Novel,steinbrunn,22,CYCLE,4,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,4,2,8,2266,2136,4402
Novel,steinbrunn,22,CYCLE,4,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,5,0,1,2266,131,2397
Novel,steinbrunn,22,CYCLE,5,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,5,0,2,2266,262,2528
Novel,steinbrunn,22,CYCLE,5,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,5,0,3,2266,393,2659
Novel,steinbrunn,22,CYCLE,5,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,5,0,4,2266,524,2790
Novel,steinbrunn,22,CYCLE,5,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,5,0,5,2266,655,2921
Novel,steinbrunn,22,CYCLE,5,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,5,0,6,2266,786,3052
Novel,steinbrunn,22,CYCLE,5,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,5,0,7,2266,917,3183
Novel,steinbrunn,22,CYCLE,5,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,5,0,8,2266,1048,3314
Novel,steinbrunn,22,CYCLE,5,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,5,1,1,2266,198,2464
Novel,steinbrunn,22,CYCLE,5,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,5,1,2,2266,396,2662
Novel,steinbrunn,22,CYCLE,5,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,5,1,3,2266,594,2860
Novel,steinbrunn,22,CYCLE,5,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,5,1,4,2266,792,3058
Novel,steinbrunn,22,CYCLE,5,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,5,1,5,2266,990,3256
Novel,steinbrunn,22,CYCLE,5,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,5,1,6,2266,1188,3454
Novel,steinbrunn,22,CYCLE,5,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,5,1,7,2266,1386,3652
Novel,steinbrunn,22,CYCLE,5,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,5,1,8,2266,1584,3850
Novel,steinbrunn,22,CYCLE,5,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,5,2,1,2266,264,2530
Novel,steinbrunn,22,CYCLE,5,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,5,2,2,2266,528,2794
Novel,steinbrunn,22,CYCLE,5,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,5,2,3,2266,792,3058
Novel,steinbrunn,22,CYCLE,5,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,5,2,4,2266,1056,3322
Novel,steinbrunn,22,CYCLE,5,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,5,2,5,2266,1320,3586
Novel,steinbrunn,22,CYCLE,5,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,5,2,6,2266,1584,3850
Novel,steinbrunn,22,CYCLE,5,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,5,2,7,2266,1848,4114
Novel,steinbrunn,22,CYCLE,5,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,5,2,8,2266,2112,4378
Novel,steinbrunn,22,CYCLE,5,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,6,0,1,2266,139,2405
Novel,steinbrunn,22,CYCLE,6,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,6,0,2,2266,278,2544
Novel,steinbrunn,22,CYCLE,6,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,6,0,3,2266,417,2683
Novel,steinbrunn,22,CYCLE,6,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,6,0,4,2266,556,2822
Novel,steinbrunn,22,CYCLE,6,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,6,0,5,2266,695,2961
Novel,steinbrunn,22,CYCLE,6,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,6,0,6,2266,834,3100
Novel,steinbrunn,22,CYCLE,6,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,6,0,7,2266,973,3239
Novel,steinbrunn,22,CYCLE,6,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,6,0,8,2266,1112,3378
Novel,steinbrunn,22,CYCLE,6,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,6,1,1,2266,205,2471
Novel,steinbrunn,22,CYCLE,6,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,6,1,2,2266,410,2676
Novel,steinbrunn,22,CYCLE,6,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,6,1,3,2266,615,2881
Novel,steinbrunn,22,CYCLE,6,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,6,1,4,2266,820,3086
Novel,steinbrunn,22,CYCLE,6,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,6,1,5,2266,1025,3291
Novel,steinbrunn,22,CYCLE,6,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,6,1,6,2266,1230,3496
Novel,steinbrunn,22,CYCLE,6,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,6,1,7,2266,1435,3701
Novel,steinbrunn,22,CYCLE,6,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,6,1,8,2266,1640,3906
Novel,steinbrunn,22,CYCLE,6,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,6,2,1,2266,268,2534
Novel,steinbrunn,22,CYCLE,6,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,6,2,2,2266,536,2802
Novel,steinbrunn,22,CYCLE,6,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,6,2,3,2266,804,3070
Novel,steinbrunn,22,CYCLE,6,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,6,2,4,2266,1072,3338
Novel,steinbrunn,22,CYCLE,6,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,6,2,5,2266,1340,3606
Novel,steinbrunn,22,CYCLE,6,2,5,880,900,1780
Legacy,steinbrunn,22,CYCLE,6,2,6,2266,1608,3874
Novel,steinbrunn,22,CYCLE,6,2,6,880,1140,2020
Legacy,steinbrunn,22,CYCLE,6,2,7,2266,1876,4142
Novel,steinbrunn,22,CYCLE,6,2,7,880,1400,2280
Legacy,steinbrunn,22,CYCLE,6,2,8,2266,2144,4410
Novel,steinbrunn,22,CYCLE,6,2,8,880,1680,2560
Legacy,steinbrunn,22,CYCLE,7,0,1,2266,138,2404
Novel,steinbrunn,22,CYCLE,7,0,1,880,20,900
Legacy,steinbrunn,22,CYCLE,7,0,2,2266,276,2542
Novel,steinbrunn,22,CYCLE,7,0,2,880,60,940
Legacy,steinbrunn,22,CYCLE,7,0,3,2266,414,2680
Novel,steinbrunn,22,CYCLE,7,0,3,880,120,1000
Legacy,steinbrunn,22,CYCLE,7,0,4,2266,552,2818
Novel,steinbrunn,22,CYCLE,7,0,4,880,200,1080
Legacy,steinbrunn,22,CYCLE,7,0,5,2266,690,2956
Novel,steinbrunn,22,CYCLE,7,0,5,880,300,1180
Legacy,steinbrunn,22,CYCLE,7,0,6,2266,828,3094
Novel,steinbrunn,22,CYCLE,7,0,6,880,420,1300
Legacy,steinbrunn,22,CYCLE,7,0,7,2266,966,3232
Novel,steinbrunn,22,CYCLE,7,0,7,880,560,1440
Legacy,steinbrunn,22,CYCLE,7,0,8,2266,1104,3370
Novel,steinbrunn,22,CYCLE,7,0,8,880,720,1600
Legacy,steinbrunn,22,CYCLE,7,1,1,2266,204,2470
Novel,steinbrunn,22,CYCLE,7,1,1,880,80,960
Legacy,steinbrunn,22,CYCLE,7,1,2,2266,408,2674
Novel,steinbrunn,22,CYCLE,7,1,2,880,180,1060
Legacy,steinbrunn,22,CYCLE,7,1,3,2266,612,2878
Novel,steinbrunn,22,CYCLE,7,1,3,880,300,1180
Legacy,steinbrunn,22,CYCLE,7,1,4,2266,816,3082
Novel,steinbrunn,22,CYCLE,7,1,4,880,440,1320
Legacy,steinbrunn,22,CYCLE,7,1,5,2266,1020,3286
Novel,steinbrunn,22,CYCLE,7,1,5,880,600,1480
Legacy,steinbrunn,22,CYCLE,7,1,6,2266,1224,3490
Novel,steinbrunn,22,CYCLE,7,1,6,880,780,1660
Legacy,steinbrunn,22,CYCLE,7,1,7,2266,1428,3694
Novel,steinbrunn,22,CYCLE,7,1,7,880,980,1860
Legacy,steinbrunn,22,CYCLE,7,1,8,2266,1632,3898
Novel,steinbrunn,22,CYCLE,7,1,8,880,1200,2080
Legacy,steinbrunn,22,CYCLE,7,2,1,2266,268,2534
Novel,steinbrunn,22,CYCLE,7,2,1,880,140,1020
Legacy,steinbrunn,22,CYCLE,7,2,2,2266,536,2802
Novel,steinbrunn,22,CYCLE,7,2,2,880,300,1180
Legacy,steinbrunn,22,CYCLE,7,2,3,2266,804,3070
Novel,steinbrunn,22,CYCLE,7,2,3,880,480,1360
Legacy,steinbrunn,22,CYCLE,7,2,4,2266,1072,3338
Novel,steinbrunn,22,CYCLE,7,2,4,880,680,1560
Legacy,steinbrunn,22,CYCLE,7,2,5,2266,1340,3606
